rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
352,248_209,1806,1691.1,13.035329013565892,77.58905791184938,0.46384275,0.0,0.36870986,120,16,0.2973421926910299,0.08084163898117387,NO PARKING,SCOOTER,Hebbala,No Junction,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",3,Wednesday,0.7466666666666666,0.8412286,0.025168708,0.0,0.1513761,0.7579169598874032,39.16514878114718,Medium
353,204_179,65,55.25,12.975276712307691,77.54813449076923,0.5561539,1.0,0.44384617,35,12,0.5230769230769231,0.2,WRONG PARKING,SCOOTER,Vijayanagara,BTP069 - MC Circle,"G Narayana Kumar Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",10,Friday,0.33999999999999997,0.2310551,0.19300713,1.0,0.29362053,0.32864180154820544,39.134729797365296,Medium
354,185_288,87,80.25,12.949861470114943,77.69935703218391,0.8603448,0.0,0.67275864,34,9,0.06896551724137931,0.10344827586206896,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,Thursday,0.28600000000000003,0.29697204,0.7460815,0.0,0.7269865,0.2716396903589022,39.0323208328035,Medium
355,153_237,226,188.5,12.906869646272643,77.62846448664607,0.8170354,0.0,0.41769913,48,14,0.30973451327433627,0.22123893805309736,PARKING IN A MAIN ROAD,SCOOTER,Madiwala,No Junction,"Begur Main Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12,Saturday,0.42533333333333334,0.44877654,0.66733706,0.0,0.24412021,0.4187192118226601,39.01900062566908,Medium
356,208_187,58,53.5,12.980905286623752,77.55874780131823,0.5482758,1.0,0.45293105,41,12,0.43103448275862066,0.10344827586206896,NO PARKING,SCOOTER,Magadi Road,BTP010 - Rajajinagar Entrance,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",4,Thursday,0.364,0.22538963,0.17868337,1.0,0.31081957,0.3539760731878958,39.003677502992836,Medium
357,158_206,52,50.5,12.913697542307691,77.58581056346154,0.56346154,1.0,0.4967308,17,11,0.36538461538461536,0.038461538461538464,WRONG PARKING,CAR,J.P. Nagar,"BTP177 - Aurobindo Circle, ORR","24th Main Road, Manjunath Colony, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)",7,Friday,0.25133333333333335,0.21524033,0.20629376,1.0,0.39373916,0.235045742434905,38.978604713505966,Medium
358,174_227,83,77.75,12.93553186506024,77.61468474578312,0.49759036,1.0,0.44337353,36,14,0.40963855421686746,0.08433734939759036,NO PARKING,CAR,Adugodi,BTP135 - UCO Bank Junction,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",11,Sunday,0.37733333333333335,0.29136977,0.086527996,1.0,0.29272574,0.3680506685432794,38.96890621787012,Medium
359,177_200,61,57.25,12.93918541147541,77.57690818196721,0.5008197,1.0,0.61393446,25,8,0.3770491803278688,0.08196721311475409,WRONG PARKING,CAR,Basavanagudi,BTP216 - Yediyur Junction,"Old Kanakapura Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",6,Saturday,0.23333333333333334,0.23731793,0.092399485,1.0,0.6156235,0.21604503870513722,38.932799938371446,Medium
360,184_202,130,128.5,12.948216254615383,77.57999664769231,0.4946154,1.0,0.347,24,10,0.49230769230769234,0.015384615384615385,NO PARKING,SCOOTER,Basavanagudi,BTP184 - Lalbagh West Gate,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",2,Monday,0.2626666666666667,0.38053226,0.081118986,1.0,0.11027604,0.24700914848698102,38.91945650466809,Medium
361,207_220,72,60.0,12.980041683630763,77.60521646944241,0.49305555,1.0,0.59138894,32,9,0.4166666666666667,0.2222222222222222,NO PARKING,CAR,Shivajinagar,BTP051 - Safina Plaza Junction,"Infantry Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",11,Sunday,0.278,0.24558696,0.078282885,1.0,0.57294136,0.26319493314567205,38.91397878139645,Medium
362,214_172,74,69.5,12.989559616216216,77.53788543648648,0.54932433,1.0,0.38378382,26,13,0.3108108108108108,0.08108108108108109,WRONG PARKING,SCOOTER,Vijayanagara,BTP208 - Havanur Circle,"Dr Siddaiah Puranik Marg, Block 4 Stage 3, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",10,Saturday,0.32066666666666666,0.27153233,0.18058975,1.0,0.17991339,0.30823363828289935,38.899845043085854,Medium
363,210_188,78,70.5,12.983765178205127,77.56023653461538,0.50641024,1.0,0.48115388,26,13,0.47435897435897434,0.1282051282051282,WRONG PARKING,CAR,Rajajinagar,BTP010 - Rajajinagar Entrance,"80 Feet Ring Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,Wednesday,0.32066666666666666,0.27405712,0.10256413,1.0,0.36424968,0.30823363828289935,38.880935283266346,Medium
364,203_204,94,82.75,12.973838310638298,77.58283657659575,0.4824468,1.0,0.51361704,29,9,0.4148936170212766,0.1595744680851064,NO PARKING,CAR,Halasuru Gate,BTP038 - Mysore Bank Junction,"Dr Ambedkar Road, Cauvery Bhavan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",4,Wednesday,0.266,0.30240437,0.05899423,1.0,0.42570737,0.25052779732582686,38.821360674345264,Medium
365,181_164,39,27.75,12.944674794871794,77.52726171282052,0.5641026,1.0,0.72846156,11,7,0.3333333333333333,0.38461538461538464,NO PARKING,MAXI-CAB,Byatarayanapura,BTP098 - Nayandahalli Junction,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",3,Saturday,0.16066666666666668,0.11074406,0.2074593,1.0,0.8324406,0.13933849401829698,38.78031537607889,Medium
366,199_206,45,42.0,12.969049473333333,77.58570831111112,0.5644444,1.0,0.6153333,9,5,0.8444444444444444,0.08888888888888889,WRONG PARKING,CAR,Halasuru Gate,BTP075 - Police Corner,"District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",8,Tuesday,0.11933333333333335,0.18290584,0.20808081,1.0,0.6182717,0.09570724841660802,38.743514600068984,Medium
367,213_185,56,51.5,12.987743889285714,77.55593937142858,0.525,1.0,0.52500004,32,12,0.42857142857142855,0.10714285714285714,WRONG PARKING,CAR,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar","10th Main Road, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",4,Sunday,0.328,0.21868771,0.13636366,1.0,0.4472571,0.3159746657283603,38.69547938850671,Medium
368,224_163,47,42.5,13.00259859787234,77.52593137659574,0.9276596,0.0,0.71468085,27,9,0.5106382978723404,0.1276595744680851,PARKING IN A MAIN ROAD,CAR,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",10,Friday,0.258,0.18497816,0.8684719,0.0,0.80635166,0.24208304011259676,38.67038232320887,Medium
369,169_202,172,154.75,12.92830945872093,77.58060120290698,0.45000002,1.0,0.33110467,29,14,0.436046511627907,0.13372093023255813,NO PARKING,SCOOTER,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar","5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",9,Saturday,0.3493333333333334,0.4136178,1.0837207e-07,1.0,0.08018377,0.338494018296974,38.66340352799075,Medium
370,161_201,60,54.75,12.917156053333334,77.57835315166668,0.5466667,1.0,0.4776667,24,11,0.5166666666666667,0.11666666666666667,NO PARKING,CAR,Jayanagara,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",5,Thursday,0.2793333333333333,0.22945456,0.17575766,1.0,0.35764793,0.2646023926812104,38.64735387034982,Medium
371,163_205,66,59.25,12.919908618181818,77.58369866363637,0.52196974,1.0,0.519697,36,7,0.5454545454545454,0.13636363636363635,WRONG PARKING,CAR,Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar","9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",3,Friday,0.26066666666666666,0.24336937,0.13085413,1.0,0.43721768,0.24489795918367344,38.61043741356354,Medium
372,208_220,62,54.5,12.981142448387097,77.60483567580646,0.5258064,1.0,0.50645167,29,12,0.3709677419354839,0.16129032258064516,WRONG PARKING,CAR,Shivajinagar,BTP211 - Central Street Junction,"Hospital Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",11,Sunday,0.316,0.22864895,0.13782993,1.0,0.41214222,0.3033075299085151,38.60295925659038,Medium
373,158_222,136,118.0,12.913751393382354,77.60745210661764,0.4507353,1.0,0.46073532,29,9,0.6911764705882353,0.17647058823529413,NO PARKING,CAR,Mico Layout,"BTP163 - 16th Main Road, BTM Layout","7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",11,Thursday,0.266,0.3653748,0.0013369862,1.0,0.32559425,0.25052779732582686,38.582763653838406,Medium
374,211_212,84,80.25,12.98535161904762,77.59403294761904,0.45892856,1.0,0.5369048,37,10,0.34523809523809523,0.05952380952380952,NO PARKING,CAR,Cubbon Park,BTP166 - Coffee Board Junction,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",7,Wednesday,0.31466666666666665,0.29697204,0.016233811,1.0,0.46979466,0.3019000703729767,38.51681370500483,Medium
375,211_182,136,117.25,12.985538340441177,77.55286739926471,0.48235294,1.0,0.33036765,43,11,0.41911764705882354,0.18382352941176472,NO PARKING,SCOOTER,Rajajinagar,BTP061 - Bhashyam Circle,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,Thursday,0.3553333333333334,0.36424148,0.0588236,1.0,0.07878849,0.3448275862068966,38.45520195904477,Medium
376,219_285,344,309.5,12.995845892066725,77.6947477496817,0.7000291,0.0,0.50284886,48,14,0.24127906976744187,0.13372093023255813,NO PARKING,PASSENGER AUTO,Mahadevapura,No Junction,"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",11,Sunday,0.42533333333333334,0.5372923,0.45459834,0.0,0.40532157,0.4187192118226601,38.410595154820996,Medium
377,247_186,115,104.5,13.033484243478261,77.55812947565218,0.9478261,0.0,0.3815652,15,9,0.20869565217391303,0.12173913043478261,PARKING IN A MAIN ROAD,SCOOTER,Yeshwanthpura,No Junction,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",5,Tuesday,0.21000000000000002,0.34379014,0.9051383,0.0,0.17571323,0.19141449683321604,38.33239144617449,Medium
378,202_178,86,65.75,12.972586437209303,77.54724531046512,0.5255814,1.0,0.42034885,29,13,0.32558139534883723,0.313953488372093,NO PARKING,SCOOTER,Magadi Road,BTP069 - MC Circle,"Pipe Line Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",11,Saturday,0.33266666666666667,0.2617345,0.13742082,1.0,0.24913654,0.32090077410274453,38.29660034280357,Medium
379,194_209,54,51.0,12.96197840925926,77.58936654814815,0.48703703,1.0,0.62796295,31,9,0.4444444444444444,0.07407407407407407,NO PARKING,CAR,Halasuru Gate,BTP064 - Devanga Hostel Junction,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",3,Sunday,0.274,0.21697229,0.06734013,1.0,0.6421815,0.258972554539057,38.289074889167274,Medium
380,174_282,705,568.35,12.935098872401545,77.69035502177482,0.6412766,0.0,0.416383,61,13,0.28368794326241137,0.25673758865248225,NO PARKING,SCOOTER,HAL Old Airport,No Junction,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",3,Tuesday,0.46066666666666667,0.6459773,0.34777567,0.0,0.24162857,0.4560168895144264,38.28005107792119,Medium
381,169_204,74,63.5,12.928767733783783,77.58251008243244,0.4587838,1.0,0.5837838,49,9,0.3783783783783784,0.1891891891891892,NO PARKING,CAR,Jayanagara,BTP220 - Puttanna Junction,"Sri Vinayaka Temple Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",7,Thursday,0.346,0.2555879,0.015970629,1.0,0.5585437,0.33497536945812806,38.280032874988805,Medium
382,209_189,83,66.5,12.982505720751043,77.56226403240152,0.5006024,1.0,0.5160241,23,10,0.3132530120481928,0.26506024096385544,WRONG PARKING,PASSENGER AUTO,Magadi Road,BTP010 - Rajajinagar Entrance,"Old Mysore Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",11,Saturday,0.25866666666666666,0.26373735,0.09200447,1.0,0.43026432,0.2427867698803659,38.26143031133723,Medium
383,188_206,68,61.85,12.954296977941176,77.58540994558824,0.4617647,1.0,0.5825,37,12,0.25,0.10294117647058823,NO PARKING,CAR,Wilson Garden,BTP120 - Lalbagh Main Gate Junction,"Lalbagh Main Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",3,Monday,0.348,0.25094262,0.021390425,1.0,0.55611324,0.33708655876143556,38.249750663064304,Medium
384,216_255,49,49.0,12.991747671428572,77.65306762244899,1.0,0.0,0.6,3,1,0.5918367346938775,0.0,PARKING IN A MAIN ROAD,CAR,Banaswadi,No Junction,"Railway Line Road, NGEF Layout, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",7,Thursday,0.028666666666666667,0.20994176,1.0,0.0,0.5892435,0.0,38.24039697647095,Medium
385,182_213,90,87.0,12.945622483333333,77.59530335222222,0.47722223,1.0,0.38522226,45,15,0.28888888888888886,0.044444444444444446,NO PARKING,SCOOTER,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden","1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",11,Friday,0.43,0.31127775,0.04949504,1.0,0.18263657,0.4236453201970443,38.19491608848272,Medium
386,173_281,236,201.5,12.933796289209917,77.68946973676326,0.74936444,0.0,0.4956356,55,14,0.3432203389830508,0.19491525423728814,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",4,Friday,0.45333333333333337,0.46067035,0.544299,0.0,0.39166576,0.4482758620689655,38.13035322160556,Medium
387,180_287,188,172.1,12.943314437115076,77.69763287408834,0.73191494,0.0,0.62090427,49,12,0.574468085106383,0.10638297872340426,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",6,Wednesday,0.396,0.43255037,0.51257265,0.0,0.62881833,0.3877551020408163,38.119311542535314,Medium
388,226_183,43,38.5,13.005029772093025,77.55392292093023,0.5651163,1.0,0.52813953,20,11,0.3488372093023256,0.13953488372093023,WRONG PARKING,CAR,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road","80 Feet Ring Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",6,Wednesday,0.26333333333333336,0.16768709,0.20930238,1.0,0.45320064,0.2477128782547502,38.110743143833666,Medium
389,208_212,89,87.5,12.980558746067416,77.59368374719101,0.4522472,1.0,0.5386517,20,10,0.42696629213483145,0.02247191011235955,NO PARKING,CAR,Cubbon Park,BTP036 - Police Thimmaiah Circle (GPO),"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",7,Wednesday,0.2466666666666667,0.31229335,0.004085898,1.0,0.4731018,0.23011963406052077,38.06462887315411,Medium
390,228_284,390,344.4,13.008241914102564,77.69371756051282,0.5780769,0.0,0.55515385,110,19,0.4307692307692308,0.14358974358974358,NO PARKING,CAR,K.R. Pura,No Junction,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0,Tuesday,0.7566666666666666,0.55638653,0.23286714,0.0,0.50434285,0.7684729064039408,38.02336473219794,Medium
391,226_278,680,572.75,13.005388284529985,77.68523384827888,0.57639706,0.0,0.48754412,75,17,0.45294117647058824,0.21029411764705883,WRONG PARKING,CAR,K.R. Pura,No Junction,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",10,Tuesday,0.5833333333333334,0.64735734,0.22981289,0.0,0.37634736,0.5855031667839551,38.02133461702969,Medium
392,171_280,77,74.75,12.931535315584416,77.68759072207793,0.8974026,0.0,0.592987,16,9,0.12987012987012986,0.03896103896103896,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",10,Thursday,0.21400000000000002,0.2844075,0.8134592,0.0,0.5759667,0.1956368754398311,38.006779695641484,Medium
393,202_180,122,95.75,12.973385168032788,77.54998796311476,0.49795082,1.0,0.3659836,25,12,0.22950819672131148,0.28688524590163933,NO PARKING,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road","1st Cross Road, Vidyaranya Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",11,Monday,0.3,0.32827002,0.08718338,1.0,0.14621489,0.28641801548205487,37.9953638684951,Medium
394,211_188,115,101.35,12.984874834782609,77.56011856347826,0.5056522,1.0,0.3704348,18,9,0.6086956521739131,0.14782608695652175,WRONG PARKING,SCOOTER,Rajajinagar,BTP010 - Rajajinagar Entrance,"80 Feet Ring Road, Block 4, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",10,Wednesday,0.22200000000000003,0.33835644,0.10118586,1.0,0.15464166,0.20408163265306126,37.9593552322108,Medium
395,201_297,240,212.25,12.971880926783912,77.71171732202912,0.68291664,0.0,0.59629166,59,16,0.3958333333333333,0.15416666666666667,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",6,Monday,0.5026666666666666,0.46994245,0.42348483,0.0,0.58222294,0.5003518648838845,37.86085326263889,Medium
396,168_223,61,55.0,12.927068732786886,77.60904764590164,0.8959017,0.0,0.6218033,28,13,0.7049180327868853,0.13114754098360656,PARKING IN A MAIN ROAD,CAR,Mico Layout,No Junction,"Thavarekere Main Road, Krishna Murthy Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2,Tuesday,0.32866666666666666,0.23025659,0.8107303,0.0,0.63052034,0.3166783954961295,37.799226101500984,Medium
397,210_218,67,52.0,12.984238665671642,77.6025522597015,0.5059702,1.0,0.5335821,26,12,0.47761194029850745,0.29850746268656714,NO PARKING,PASSENGER AUTO,Shivajinagar,BTP211 - Central Street Junction,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",10,Sunday,0.304,0.2203868,0.10176402,1.0,0.46350423,0.29064039408866993,37.799084511369905,Medium
398,204_182,67,64.0,12.975315041791045,77.55233185671642,0.49477613,1.0,0.45955226,36,13,0.5223880597014925,0.05970149253731343,NO PARKING,SCOOTER,Magadi Road,BTP071 - Prasanna Junction,"80 Feet Ring Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12,Monday,0.3606666666666667,0.2569722,0.08141121,1.0,0.32335454,0.35045742434905,37.76742668873529,Medium
399,175_220,45,30.0,12.936792757777779,77.60537368,0.57222223,1.0,0.63355553,12,6,0.4444444444444444,0.4444444444444444,NO PARKING,CAR,Adugodi,BTP126 - Dairy Circle,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",3,Thursday,0.14800000000000002,0.12425089,0.22222228,1.0,0.65276915,0.12596762843068263,37.691706038230244,Medium
400,177_285,196,172.0,12.939583881184204,77.69504219794628,0.7344388,0.0,0.59438777,48,12,0.5204081632653061,0.16326530612244897,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",8,Saturday,0.392,0.43244678,0.5171614,0.0,0.5786186,0.38353272343420125,37.686187457516105,Medium
401,227_196,830,760.25,13.00655221253012,77.57118694554217,0.5035542,0.0,0.506988,103,15,0.3614457831325301,0.11204819277108434,WRONG PARKING,CAR,Malleshwaram,No Junction,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",10,Sunday,0.6619999999999999,0.6980452,0.097371385,0.0,0.41315758,0.6685432793807178,37.682875620435865,Medium
402,172_286,99,98.25,12.932143517179068,77.69606063083361,0.8080808,0.0,0.7052525,13,9,0.1717171717171717,0.010101010101010102,PARKING IN A MAIN ROAD,MAXI-CAB,HAL Old Airport,No Junction,"BSR Paradise Road, Prestige Sunnyside Oak, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",6,Wednesday,0.202,0.33284315,0.651056,0.0,0.7885024,0.18296973961998592,37.64062991325156,Medium
403,200_171,83,70.25,12.970393471642359,77.53707640024096,0.536747,1.0,0.37771085,19,11,0.4578313253012048,0.20481927710843373,WRONG PARKING,SCOOTER,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar","17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",10,Friday,0.25933333333333336,0.27342921,0.15772183,1.0,0.16841634,0.24349049964813513,37.63213717582505,Medium
